food_Code,food_Nm,nation_Std_Food_Grupp_Code_Nm,food_Wgh,allrgy_Info,food_Image_Address
F00698,"달래, 생것",채소류,70.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_009.jpg
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F02061,멸치 육수,어패류 및 기타 수산물,3.00,null,
F00470,두부,두류,30.00,대두(콩),
F00620,"고추, 풋고추, 생것",채소류,10.00,null,
F00622,"고추, 빨간색, 생것",채소류,2.00,null,
F02838,고춧가루,조미료류,2.00,null,
F00739,"마늘, 생것",채소류,2.00,null,
F00470,두부,두류,60.00,대두(콩),
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F00306,"감자, 대지, 삶은것",감자 및 전분류,20.00,null,
F01003,"양파, 데친것",채소류,10.00,null,
F00972,"쑥갓, 데친것",채소류,5.00,null,
F01147,"파, 쪽파, 생것",채소류,5.00,null,
F02061,멸치 육수,어패류 및 기타 수산물,3.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F00470,두부,두류,60.00,대두(콩),
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F02837,"고추장, 재래",조미료류,5.00,대두(콩),
F00306,"감자, 대지, 삶은것",감자 및 전분류,20.00,null,
F01003,"양파, 데친것",채소류,10.00,null,
F00972,"쑥갓, 데친것",채소류,5.00,null,
F01147,"파, 쪽파, 생것",채소류,5.00,null,
F02061,멸치 육수,어패류 및 기타 수산물,3.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F00470,두부,두류,60.00,대두(콩),
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F00658,"근대, 데친것",채소류,10.00,null,
F02836,"고추장, 개량",조미료류,5.00,대두(콩),
F00306,"감자, 대지, 삶은것",감자 및 전분류,20.00,null,
F01003,"양파, 데친것",채소류,10.00,null,
F00972,"쑥갓, 데친것",채소류,5.00,null,
F01147,"파, 쪽파, 생것",채소류,5.00,null,
F02061,멸치 육수,어패류 및 기타 수산물,3.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F00470,두부,두류,60.00,대두(콩),
F00772,"무, 조선무, 생것",채소류,20.00,null,
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F02836,"고추장, 개량",조미료류,5.00,대두(콩),
F00306,"감자, 대지, 삶은것",감자 및 전분류,20.00,null,
F01003,"양파, 데친것",채소류,10.00,null,
F00972,"쑥갓, 데친것",채소류,5.00,null,
F01147,"파, 쪽파, 생것",채소류,5.00,null,
F02061,멸치 육수,어패류 및 기타 수산물,3.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F00470,두부,두류,60.00,대두(콩),
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F01147,"파, 쪽파, 생것",채소류,10.00,null,
F02836,"고추장, 개량",조미료류,5.00,대두(콩),
F00306,"감자, 대지, 삶은것",감자 및 전분류,20.00,null,
F01003,"양파, 데친것",채소류,10.00,null,
F00972,"쑥갓, 데친것",채소류,5.00,null,
F02061,멸치 육수,어패류 및 기타 수산물,3.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F02602,"미역, 염장, 데친것",해조류,6.00,null,
F02847,"된장, 개량",조미료류,10.00,대두(콩),
F00306,"감자, 대지, 삶은것",감자 및 전분류,30.00,null,
F01185,"호박, 애호박, 데친것",채소류,30.00,null,
F02061,멸치 육수,어패류 및 기타 수산물,5.00,null,
F02827,"간장, 재래",조미료류,2.00,대두(콩),
F01149,"파, 대파, 생것",채소류,2.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F00815,"배추, 생것",채소류,55.00,null,
F02847,"된장, 개량",조미료류,8.00,대두(콩),
F02836,"고추장, 개량",조미료류,8.00,대두(콩),
F01149,"파, 대파, 생것",채소류,5.00,null,
F00739,"마늘, 생것",채소류,3.00,null,
F02902,"조미료, 쇠고기맛, 가루",조미료류,2.00,null,
F00815,"배추, 생것",채소류,40.00,null,
F02847,"된장, 개량",조미료류,13.00,대두(콩),
F02836,"고추장, 개량",조미료류,13.00,대두(콩),
F00953,"시금치, 데친것",채소류,20.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_115.jpg
F01149,"파, 대파, 생것",채소류,5.00,null,
F00739,"마늘, 생것",채소류,3.00,null,
F02902,"조미료, 쇠고기맛, 가루",조미료류,2.00,null,
F00815,"배추, 생것",채소류,55.00,null,
F02847,"된장, 개량",조미료류,8.00,대두(콩),
F02836,"고추장, 개량",조미료류,8.00,대두(콩),
F00454,"대두, 콩가루",두류,20.00,대두(콩),
F01149,"파, 대파, 생것",채소류,5.00,null,
F00739,"마늘, 생것",채소류,3.00,null,
F02902,"조미료, 쇠고기맛, 가루",조미료류,2.00,null,
F00815,"배추, 생것",채소류,40.00,null,
F02847,"된장, 개량",조미료류,13.00,대두(콩),
F02836,"고추장, 개량",조미료류,13.00,대두(콩),
F01185,"호박, 애호박, 데친것",채소류,25.00,null,
F01149,"파, 대파, 생것",채소류,5.00,null,
F00739,"마늘, 생것",채소류,3.00,null,
F02902,"조미료, 쇠고기맛, 가루",조미료류,2.00,null,
F00815,"배추, 생것",채소류,60.00,null,
F02847,"된장, 개량",조미료류,8.00,대두(콩),
F00495,"들깨, 볶은것",견과 및 종실류,40.00,null,
F01149,"파, 대파, 생것",채소류,5.00,null,
F02061,멸치 육수,어패류 및 기타 수산물,2.00,null,
F02710,참기름,유지류,2.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F00815,"배추, 생것",채소류,20.00,null,
F02847,"된장, 개량",조미료류,14.00,대두(콩),
F00772,"무, 조선무, 생것",채소류,25.00,null,
F00470,두부,두류,50.00,대두(콩),
F01149,"파, 대파, 생것",채소류,6.00,null,
F00739,"마늘, 생것",채소류,2.00,null,
F00816,"배추, 데친것",채소류,70.00,null,
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F01697,"소고기, 한우, 양지, 삶은것",육류,10.00,쇠고기,
F00620,"고추, 풋고추, 생것",채소류,5.00,null,
F02061,멸치 육수,어패류 및 기타 수산물,5.00,null,
F00739,"마늘, 생것",채소류,2.00,null,
F01147,"파, 쪽파, 생것",채소류,2.00,null,
F00815,"배추, 생것",채소류,20.00,null,
F02847,"된장, 개량",조미료류,14.00,대두(콩),
F00994,"양배추, 데친것",채소류,10.00,null,
F00470,두부,두류,50.00,대두(콩),
F00772,"무, 조선무, 생것",채소류,25.00,null,
F01149,"파, 대파, 생것",채소류,6.00,null,
F00739,"마늘, 생것",채소류,2.00,null,
F00815,"배추, 생것",채소류,70.00,null,
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F02423,"조개, 살조개, 생것",어패류 및 기타 수산물,30.00,"어패류(굴, 전복, 홍합 포함)",
F00703,"당근, 뿌리, 데친것",채소류,5.00,null,
F02827,"간장, 재래",조미료류,2.00,대두(콩),
F00622,"고추, 빨간색, 생것",채소류,2.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F01243,"양송이버섯, 데친것",버섯류,20.00,null,
F02847,"된장, 개량",조미료류,14.00,대두(콩),
F00470,두부,두류,50.00,대두(콩),
F00772,"무, 조선무, 생것",채소류,25.00,null,
F00815,"배추, 생것",채소류,20.00,null,
F01149,"파, 대파, 생것",채소류,6.00,null,
F00739,"마늘, 생것",채소류,2.00,null,
F01258,"팽이버섯, 데친것",버섯류,10.00,null,
F02847,"된장, 개량",조미료류,14.00,대두(콩),
F00470,두부,두류,50.00,대두(콩),
F00772,"무, 조선무, 생것",채소류,25.00,null,
F00815,"배추, 생것",채소류,20.00,null,
F01149,"파, 대파, 생것",채소류,6.00,null,
F02827,"간장, 재래",조미료류,2.00,대두(콩),
F00739,"마늘, 생것",채소류,2.00,null,
F02061,멸치 육수,어패류 및 기타 수산물,2.00,null,
F00472,"두부, 순두부",두류,60.00,대두(콩),
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F02836,"고추장, 개량",조미료류,5.00,대두(콩),
F00306,"감자, 대지, 삶은것",감자 및 전분류,20.00,null,
F01003,"양파, 데친것",채소류,10.00,null,
F00972,"쑥갓, 데친것",채소류,5.00,null,
F01147,"파, 쪽파, 생것",채소류,5.00,null,
F02061,멸치 육수,어패류 및 기타 수산물,3.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F00953,"시금치, 데친것",채소류,50.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_115.jpg
F00470,두부,두류,20.00,대두(콩),
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F00739,"마늘, 생것",채소류,1.00,null,
F00953,"시금치, 데친것",채소류,45.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_115.jpg
F02847,"된장, 개량",조미료류,10.00,대두(콩),
F02061,멸치 육수,어패류 및 기타 수산물,6.00,null,
F01149,"파, 대파, 생것",채소류,4.00,null,
F00739,"마늘, 생것",채소류,3.00,null,
F00953,"시금치, 데친것",채소류,45.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_115.jpg
F02847,"된장, 개량",조미료류,10.00,대두(콩),
F02061,멸치 육수,어패류 및 기타 수산물,6.00,null,
F00620,"고추, 풋고추, 생것",채소류,4.00,null,
F01149,"파, 대파, 생것",채소류,4.00,null,
F00739,"마늘, 생것",채소류,3.00,null,
F00777,"무청, 시래기, 말린것, 삶은것",채소류,70.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_091.jpg
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F01697,"소고기, 한우, 양지, 삶은것",육류,10.00,쇠고기,
F00620,"고추, 풋고추, 생것",채소류,5.00,null,
F02061,멸치 육수,어패류 및 기타 수산물,5.00,null,
F00739,"마늘, 생것",채소류,2.00,null,
F01147,"파, 쪽파, 생것",채소류,2.00,null,
F00777,"무청, 시래기, 말린것, 삶은것",채소류,43.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_091.jpg
F02847,"된장, 개량",조미료류,25.00,대두(콩),
F02902,"조미료, 쇠고기맛, 가루",조미료류,1.00,null,
F00739,"마늘, 생것",채소류,3.00,null,
F01149,"파, 대파, 생것",채소류,2.00,null,
F00966,"쑥, 생것",채소류,20.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_019.jpg
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F00994,"양배추, 데친것",채소류,50.00,null,
F00454,"대두, 콩가루",두류,5.00,대두(콩),
F00739,"마늘, 생것",채소류,1.00,null,
F00981,"아욱, 생것",채소류,30.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_065.jpg
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F02836,"고추장, 개량",조미료류,3.00,대두(콩),
F02493,"새우, 꽃새우, 삶아서 말린것",어패류 및 기타 수산물,3.00,새우,
F01149,"파, 대파, 생것",채소류,5.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F00981,"아욱, 생것",채소류,70.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_065.jpg
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F02061,멸치 육수,어패류 및 기타 수산물,5.00,null,
F02836,"고추장, 개량",조미료류,1.00,대두(콩),
F01149,"파, 대파, 생것",채소류,5.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F00981,"아욱, 생것",채소류,20.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_065.jpg
F02847,"된장, 개량",조미료류,14.00,대두(콩),
F00815,"배추, 생것",채소류,20.00,null,
F00470,두부,두류,50.00,대두(콩),
F00772,"무, 조선무, 생것",채소류,25.00,null,
F01149,"파, 대파, 생것",채소류,6.00,null,
F00739,"마늘, 생것",채소류,2.00,null,
F01015,"배추, 얼갈이배추, 생것",채소류,65.00,null,
F02849,"된장, 재래",조미료류,15.00,대두(콩),
F01149,"파, 대파, 생것",채소류,5.00,null,
F02061,멸치 육수,어패류 및 기타 수산물,2.00,null,
F02838,고춧가루,조미료류,1.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F01016,"배추, 얼갈이배추, 데친것",채소류,70.00,null,
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F01697,"소고기, 한우, 양지, 삶은것",육류,20.00,쇠고기,
F02061,멸치 육수,어패류 및 기타 수산물,5.00,null,
F01147,"파, 쪽파, 생것",채소류,2.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F01029,"열무, 데친것",채소류,10.00,null,
F02847,"된장, 개량",조미료류,14.00,대두(콩),
F00470,두부,두류,50.00,대두(콩),
F00772,"무, 조선무, 생것",채소류,25.00,null,
F00815,"배추, 생것",채소류,20.00,null,
F01149,"파, 대파, 생것",채소류,6.00,null,
F00739,"마늘, 생것",채소류,2.00,null,
F01029,"열무, 데친것",채소류,40.00,null,
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F02061,멸치 육수,어패류 및 기타 수산물,5.00,null,
F00470,두부,두류,30.00,대두(콩),
F01149,"파, 대파, 생것",채소류,5.00,null,
F02838,고춧가루,조미료류,1.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F02847,"된장, 개량",조미료류,14.00,대두(콩),
F00845,"배추, 시래기, 말린것, 삶은것",채소류,10.00,null,
F00470,두부,두류,50.00,대두(콩),
F00772,"무, 조선무, 생것",채소류,25.00,null,
F01149,"파, 대파, 생것",채소류,6.00,null,
F00739,"마늘, 생것",채소류,2.00,null,
F00845,"배추, 시래기, 말린것, 삶은것",채소류,30.00,null,
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F01697,"소고기, 한우, 양지, 삶은것",육류,10.00,쇠고기,
F00739,"마늘, 생것",채소류,2.00,null,
F01147,"파, 쪽파, 생것",채소류,2.00,null,
F00845,"배추, 시래기, 말린것, 삶은것",채소류,30.00,null,
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F01697,"소고기, 한우, 양지, 삶은것",육류,10.00,쇠고기,
F01120,"콩나물, 삶은것",채소류,10.00,null,
F00739,"마늘, 생것",채소류,2.00,null,
F01147,"파, 쪽파, 생것",채소류,2.00,null,
F00845,"배추, 시래기, 말린것, 삶은것",채소류,70.00,null,
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F02438,"담치, 참담치(홍합), 생것",어패류 및 기타 수산물,10.00,"어패류(굴, 전복, 홍합 포함)",
F01147,"파, 쪽파, 생것",채소류,3.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F01120,"콩나물, 삶은것",채소류,50.00,null,
F02847,"된장, 개량",조미료류,10.00,대두(콩),
F02384,"바지락, 생것",어패류 및 기타 수산물,10.00,"어패류(굴, 전복, 홍합 포함)",
F02061,멸치 육수,어패류 및 기타 수산물,3.00,null,
F01147,"파, 쪽파, 생것",채소류,3.00,null,
F02588,다시마 육수,해조류,1.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F02538,"오징어, 구운것",어패류 및 기타 수산물,30.00,오징어,
F02438,"담치, 참담치(홍합), 생것",어패류 및 기타 수산물,30.00,"어패류(굴, 전복, 홍합 포함)",
F02447,"게, 꽃게, 찐것",어패류 및 기타 수산물,20.00,게,
F02384,"바지락, 생것",어패류 및 기타 수산물,10.00,"어패류(굴, 전복, 홍합 포함)",
F02505,"새우, 중하, 생것",어패류 및 기타 수산물,10.00,새우,
F01003,"양파, 데친것",채소류,20.00,null,
F00972,"쑥갓, 데친것",채소류,5.00,null,
F02838,고춧가루,조미료류,1.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F01185,"호박, 애호박, 데친것",채소류,20.00,null,
F02847,"된장, 개량",조미료류,14.00,대두(콩),
F00470,두부,두류,50.00,대두(콩),
F00772,"무, 조선무, 생것",채소류,25.00,null,
F00815,"배추, 생것",채소류,20.00,null,
F01149,"파, 대파, 생것",채소류,6.00,null,
F00739,"마늘, 생것",채소류,2.00,null,
F01185,"호박, 애호박, 데친것",채소류,35.00,null,
F02847,"된장, 개량",조미료류,12.00,대두(콩),
F02061,멸치 육수,어패류 및 기타 수산물,5.00,null,
F01149,"파, 대파, 생것",채소류,5.00,null,
F02827,"간장, 재래",조미료류,4.00,대두(콩),
F01279,"표고버섯, 참나무재배, 말린것, 삶은것",버섯류,3.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_073.jpg
F01171,"호박, 잎, 데친것",채소류,30.00,null,
F02847,"된장, 개량",조미료류,10.00,대두(콩),
F01185,"호박, 애호박, 데친것",채소류,40.00,null,
F01697,"소고기, 한우, 양지, 삶은것",육류,10.00,쇠고기,
F01147,"파, 쪽파, 생것",채소류,3.00,null,
F02838,고춧가루,조미료류,2.00,null,
F00739,"마늘, 생것",채소류,2.00,null,
F02061,멸치 육수,어패류 및 기타 수산물,2.00,null,
F00845,"배추, 시래기, 말린것, 삶은것",채소류,100.00,null,
F00495,"들깨, 볶은것",견과 및 종실류,10.00,null,
F01149,"파, 대파, 생것",채소류,5.00,null,
F02847,"된장, 개량",조미료류,9.00,대두(콩),
F00739,"마늘, 생것",채소류,4.00,null,
F02827,"간장, 재래",조미료류,7.00,대두(콩),
F00845,"배추, 시래기, 말린것, 삶은것",채소류,45.40,null,
F00495,"들깨, 볶은것",견과 및 종실류,4.50,null,
F01149,"파, 대파, 생것",채소류,2.30,null,
F02847,"된장, 개량",조미료류,4.10,대두(콩),
F00739,"마늘, 생것",채소류,1.80,null,
F02827,"간장, 재래",조미료류,3.20,대두(콩),
F00845,"배추, 시래기, 말린것, 삶은것",채소류,45.40,null,
F00495,"들깨, 볶은것",견과 및 종실류,4.50,null,
F01149,"파, 대파, 생것",채소류,2.30,null,
F02847,"된장, 개량",조미료류,4.10,대두(콩),
F00739,"마늘, 생것",채소류,1.80,null,
F02827,"간장, 재래",조미료류,3.20,대두(콩),
F02602,"미역, 염장, 데친것",해조류,6.00,null,
F02847,"된장, 개량",조미료류,10.00,대두(콩),
F00306,"감자, 대지, 삶은것",감자 및 전분류,30.00,null,
F02061,멸치 육수,어패류 및 기타 수산물,5.00,null,
F02827,"간장, 재래",조미료류,2.00,대두(콩),
F01149,"파, 대파, 생것",채소류,2.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F00495,"들깨, 볶은것",견과 및 종실류,4.00,null,
F02847,"된장, 개량",조미료류,10.00,대두(콩),
F00953,"시금치, 데친것",채소류,40.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_115.jpg
F00739,"마늘, 생것",채소류,0.90,null,
F00470,두부,두류,15.00,대두(콩),
F00845,"배추, 시래기, 말린것, 삶은것",채소류,50.20,null,
F00495,"들깨, 볶은것",견과 및 종실류,6.10,null,
F01149,"파, 대파, 생것",채소류,2.50,null,
F02847,"된장, 개량",조미료류,4.50,대두(콩),
F00739,"마늘, 생것",채소류,2.00,null,
F02827,"간장, 재래",조미료류,3.50,대두(콩),
F00772,"무, 조선무, 생것",채소류,100.00,null,
F00815,"배추, 생것",채소류,80.00,null,
F00470,두부,두류,200.00,대두(콩),
F02847,"된장, 개량",조미료류,56.00,대두(콩),
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,8.00,null,
F00739,"마늘, 생것",채소류,8.00,null,
F01149,"파, 대파, 생것",채소류,25.00,null,
F02825,"간장, 개량, 양조",조미료류,7.00,대두(콩),
F01182,"호박, 애호박, 생것",채소류,200.00,null,
F01272,"표고버섯, 배지재배, 말린것",버섯류,12.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,20.00,null,
F02847,"된장, 개량",조미료류,50.00,대두(콩),
F01149,"파, 대파, 생것",채소류,20.00,null,
F02825,"간장, 개량, 양조",조미료류,2.00,대두(콩),
F00683,"냉이, 생것",채소류,50.00,null,
F02061,멸치 육수,어패류 및 기타 수산물,180.00,null,
F02585,"다시마, 생것",해조류,1.00,null,
F03337,"소고기, 한우(1등급), 양지, 생것",육류,30.00,null,
F02827,"간장, 재래",조미료류,3.00,대두(콩),
F01149,"파, 대파, 생것",채소류,4.00,null,
F00739,"마늘, 생것",채소류,3.00,null,
F02847,"된장, 개량",조미료류,8.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,0.30,null,
F02927,"후추, 검은색, 가루",조미료류,0.05,null,
F00966,"쑥, 생것",채소류,30.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_019.jpg
F01149,"파, 대파, 생것",채소류,6.00,null,
F02847,"된장, 개량",조미료류,8.00,대두(콩),
F00454,"대두, 콩가루",두류,5.00,대두(콩),
F03640,생수,음료류,180.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,5.00,null,
F02586,"다시마, 말린것",해조류,2.00,null,
F02384,"바지락, 생것",어패류 및 기타 수산물,40.00,"어패류(굴, 전복, 홍합 포함)",
F02586,"다시마, 말린것",해조류,2.00,null,
F02493,"새우, 꽃새우, 삶아서 말린것",어패류 및 기타 수산물,5.00,새우,
F03640,생수,음료류,180.00,null,
F01069,"대나무순(죽순), 생것",채소류,40.00,null,
F00790,"미나리, 돌미나리, 생것",채소류,20.00,null,
F00470,두부,두류,30.00,대두(콩),
F01149,"파, 대파, 생것",채소류,6.00,null,
F02847,"된장, 개량",조미료류,7.00,대두(콩),
F02825,"간장, 개량, 양조",조미료류,3.00,대두(콩),
F00683,"냉이, 생것",채소류,40.00,null,
F00454,"대두, 콩가루",두류,7.00,대두(콩),
F01149,"파, 대파, 생것",채소류,4.00,null,
F03640,생수,음료류,80.00,null,
F02061,멸치 육수,어패류 및 기타 수산물,100.00,null,
F02585,"다시마, 생것",해조류,1.00,null,
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F01035,"오이, 다다기, 생것",채소류,5.00,null,
F00730,"들깻잎, 생것",채소류,1.00,null,
F00772,"무, 조선무, 생것",채소류,50.00,null,
F02586,"다시마, 말린것",해조류,1.00,null,
F01149,"파, 대파, 생것",채소류,10.50,null,
F03640,생수,음료류,500.00,null,
F00454,"대두, 콩가루",두류,1.00,대두(콩),
F00392,"설탕, 가루",당류,1.50,null,
F02885,"식초, 사과식초",조미료류,2.00,null,
F03386,"마늘, 다진것",채소류,0.50,null,
F01001,"양파, 생것",채소류,0.50,null,
F00632,"고추, 청양고추, 생것",채소류,1.00,null,
F02847,"된장, 개량",조미료류,1.00,대두(콩),
F02710,참기름,유지류,3.00,null,
F01750,"소고기, 한우(1등급), 양지(업진살), 생것",육류,50.00,쇠고기,
F00730,"들깻잎, 생것",채소류,7.50,null,
F01200,"느타리버섯, 생것",버섯류,20.00,null,
F01257,"팽이버섯, 생것",버섯류,20.00,null,
F01148,"파, 쪽파, 생것",채소류,10.00,null,
F00632,"고추, 청양고추, 생것",채소류,3.00,null,
F00622,"고추, 빨간색, 생것",채소류,3.00,null,
F01557,"닭고기, 가슴, 생것",육류,50.00,닭고기,
F01149,"파, 대파, 생것",채소류,20.00,null,
F00739,"마늘, 생것",채소류,10.00,null,
F02847,"된장, 개량",조미료류,5.00,대두(콩),
F03386,"마늘, 다진것",채소류,5.00,null,
F00305,"감자, 대지, 생것",감자 및 전분류,20.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_067.jpg
F01182,"호박, 애호박, 생것",채소류,15.00,null,
F01148,"파, 쪽파, 생것",채소류,5.00,null,
F01001,"양파, 생것",채소류,5.00,null,
F03385,"부추, 솔부추, 생것",채소류,2.00,null,
F00470,두부,두류,15.00,대두(콩),
F01149,"파, 대파, 생것",채소류,2.00,null,
F00627,"고추, 초록색, 녹광, 생것",채소류,5.00,null,
F01271,"표고버섯, 배지재배, 생것",버섯류,5.00,null,
F00341,"당면, 고구마, 말린것",감자 및 전분류,2.00,null,
F00939,"숙주나물, 생것",채소류,5.00,null,
F00872,"브로콜리, 생것",채소류,10.00,null,
F01623,"돼지고기, 살코기, 생것",육류,35.00,돼지고기,
F03386,"마늘, 다진것",채소류,10.00,null,
F00356,"전분, 감자, 가루",감자 및 전분류,5.00,밀,
F02847,"된장, 개량",조미료류,8.00,대두(콩),
F00454,"대두, 콩가루",두류,3.00,대두(콩),
F00620,"고추, 풋고추, 생것",채소류,1.00,null,
F00622,"고추, 빨간색, 생것",채소류,1.00,null,
F01182,"호박, 애호박, 생것",채소류,5.00,null,
F01257,"팽이버섯, 생것",버섯류,5.00,null,
F00470,두부,두류,45.00,대두(콩),
F01251,"큰느타리버섯(새송이버섯), 생것",버섯류,10.00,null,
F01557,"닭고기, 가슴, 생것",육류,25.00,닭고기,
F01001,"양파, 생것",채소류,80.00,null,
F00739,"마늘, 생것",채소류,8.00,null,
F03385,"부추, 솔부추, 생것",채소류,4.00,null,
F02825,"간장, 개량, 양조",조미료류,5.00,대두(콩),
F00356,"전분, 감자, 가루",감자 및 전분류,15.00,밀,
F00108,"밀, 중력밀가루",곡류 및 그 제품,15.00,밀,
F03251,"돼지고기, 앞다리, 생것",육류,100.00,null,
F00772,"무, 조선무, 생것",채소류,70.00,null,
F01149,"파, 대파, 생것",채소류,40.00,null,
F02847,"된장, 개량",조미료류,10.00,대두(콩),
F03640,생수,음료류,400.00,null,
F01179,"호박, 단호박, 생것",채소류,190.00,null,
F00815,"배추, 생것",채소류,50.00,null,
F01251,"큰느타리버섯(새송이버섯), 생것",버섯류,30.00,null,
F00622,"고추, 빨간색, 생것",채소류,2.00,null,
F02847,"된장, 개량",조미료류,3.00,대두(콩),
F01149,"파, 대파, 생것",채소류,50.00,null,
F01001,"양파, 생것",채소류,50.00,null,
F03640,생수,음료류,300.00,null,
F00952,"시금치, 생것",채소류,150.00,null,
F00305,"감자, 대지, 생것",감자 및 전분류,80.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_067.jpg
F01182,"호박, 애호박, 생것",채소류,30.00,null,
F00702,"당근, 뿌리, 생것",채소류,20.00,null,
F01001,"양파, 생것",채소류,50.00,null,
F00627,"고추, 초록색, 녹광, 생것",채소류,15.00,null,
F00622,"고추, 빨간색, 생것",채소류,15.00,null,
F00108,"밀, 중력밀가루",곡류 및 그 제품,30.00,밀,
F02384,"바지락, 생것",어패류 및 기타 수산물,100.00,"어패류(굴, 전복, 홍합 포함)",
F02847,"된장, 개량",조미료류,25.00,대두(콩),
F03646,"소금, 구운소금",조미료류,1.00,null,
F00739,"마늘, 생것",채소류,0.30,null,
F01001,"양파, 생것",채소류,10.00,null,
F01182,"호박, 애호박, 생것",채소류,20.00,null,
F00830,"배추, 생것",채소류,25.00,null,
F01149,"파, 대파, 생것",채소류,5.00,null,
F00470,두부,두류,25.00,대두(콩),
F02500,"새우, 대하, 말린것",어패류 및 기타 수산물,10.00,새우,
F00772,"무, 조선무, 생것",채소류,15.00,null,
F02056,"멸치, 대멸치, 삶아서 말린것",어패류 및 기타 수산물,2.50,null,
F02586,"다시마, 말린것",해조류,2.50,null,
F03640,생수,음료류,300.00,null,
F02847,"된장, 개량",조미료류,10.00,대두(콩),
F01262,"표고버섯, 가루",버섯류,3.00,null,
F00454,"대두, 콩가루",두류,10.00,대두(콩),
F01271,"표고버섯, 배지재배, 생것",버섯류,15.00,null,
